"","ResponseID","ResponseDate","PublicationDate","Journal","Q_1","Q_2","Q_3","Q_4_1","Q_4_2","Q_4_3","Q_4_4","Q_4_5","Q_4_6","Q_4_7","Q_4_8","Q_4_9","Q_4_10","Q_4_11","Q_4_12","Q_4_13","Q_4_14","Q_4_15","Q_4_15_TEXT","Q_4_16","Q_5_1","Q_5_2","Q_5_3","Q_6_1","Q_6_2","Q_6_3","Q_6_4","Q_6_5","Q_6_6","Q_6_6_TEXT","Q_7_1","Q_7_2","Q_7_3","Q_7_4","Q_7_5","Q_7_5_TEXT","Q_7_6","Q_8_1","Q_8_2","Q_8_3","Q_8_4","Q_8_5","Q_8_6","Q_8_7","Q_8_8","Q_8_8_TEXT","Q_8_9","Q_8_10","Q_9","Q_10_1","Q_10_2","Q_10_3","Q_10_4","Q_10_5","Q_10_6","Q_10_7","Q_10_8","Q_10_9","Q_10_10","Q_10_11","Q_10_12","Q_10_12_TEXT","Q_11_1","Q_11_2","Q_11_3","Q_11_4","Q_11_5","Q_11_6","Q_11_7","Q_11_8","Q_11_9","Q_11_10","Q_11_11","Q_11_11_TEXT","Q_12","Q_13","Q_14_1","Q_14_2","Q_15","Q_16"
"3487","R_0DqHwL0zYyglmOF","Mar 2014","Dec 2013","Mol. Ecol.","Somewhat Disagree","Disagree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Recommends online public archiving","No policy","No policy","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Disagree","Neutral",NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,"",NA,NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,NA,NA,"","Agree","Agree","postdoc","","I am a theoretician and my available data are results of simulations. Possibly, my most important shared ""stuff"" is the code that I provided as suggested by referees and managing editor. / I was happy to share the code, but not all my coauthors were and this caused quite some tension. I think it'll take time for data sharing to become established as there are lots of prejudices /  / Thanks for your study","1"
"3488","R_3Ws5MQkrB54Bh2Z","Mar 2014","Sep 2013","J. Anim. Ecol.","Agree","Disagree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","Recommends online public archiving","I don't know","ALL datasets are publicly available online","","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","Not applicable","","Neutral",NA,"Strongly Agree",NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,"","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"","Strongly Disagree","Strongly Disagree","tenured faculty","","","1"
"3489","R_0rNh2ehgZ89gwTj","Mar 2014","Dec 2013","Ecology","Strongly Agree","Neutral","5+ papers with archived data","Once","Once","A few times","A few times","A few times","Once","Once","A few times","A few times","Once","Never","Many times","Many times","Many times","Once","I spent a lot of time for database set up","A few times","I don't know","Recommends online public archiving","Other","","SOME but not all of the datasets are publicly available online","","","","","","","A repository for data or research output","","","Other (please specify)","institute data base","","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","","Somewhat Disagree",NA,"Neutral",NA,NA,NA,NA,"Strongly Disagree","Neutral",NA,NA,NA,"Strongly Agree","does not fit institute's data politics","Strongly Agree",NA,NA,NA,"Neutral",NA,NA,NA,NA,"Neutral",NA,"problems with data rights","Agree","Agree","research staff","","We follow the strategy to have the data accessible for everybody, but not keep them fully public available. By have some knowledge on the data use we can avoid data misinterpretation and a bit control the data usage.","1"
"3490","R_01jlTMUxXsgqGnb","Mar 2014","Oct 2013","Conserv. Genet.","Somewhat Agree","Somewhat Agree","1 paper with archived data","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never","Never","","Never","No policy","Other","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","","Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,NA,NA,NA,NA,"Strongly Agree",NA,NA,"Strongly Agree","in specific (but rare) cases, adversarial competitors or political circumstances are a reason to avoid sharing","Neutral","Neutral",NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Neutral","Neutral","Neutral","Strongly Agree","I see many benefits, but in my experience the benefits are project and context-specific, not black and white, and policies should recognize that and be more flexible","Strongly Disagree","Disagree","non-tenured faculty","","One of the earlier questions about things that happened as a result of data sharing could also be interesting if asked in terms of reasons why one chose not to share data in the past.  Several of the answer choices in that question have factored into some previous decisions not to share data, when there was an option (e.g., in the earlier phases of a project). I think 2 very important considerations are whether or not graduate student theses are dependent on the data and how much future work is planned for those data (including whether grant objectives are remaining to be fulfilled).  / Another perhaps more philosohipical consideration is that a tremendous amount of work goes into the collection of some data sets (e.g. ecological and genetic data sets from natural populations). Yet once these data sets are publicly available and other investigators use them for other analyses, there is no distinction between a publication from investigators who collected data vs. one that used someone else's data set.  If the work advances methodological tools in the field, the value is clear. On the other hand, collecting the data is an important step towards understanding a study system.  I hope with the ever increasing push for high numbers of publications, re-using others' datasets will not become viewed as a route to quick publlications and the connections between scientists and their study systems are not lost. ","1"
"3491","R_1NefnG8PllJMXR3","Mar 2014","Nov 2013","Behav. Ecol.","Strongly Disagree","Strongly Disagree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","A few times","Once","Once","A few times",NA,"A few times","Many times","Never",NA,"","Never",NA,"No policy","No policy","","SOME but not all of the datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Somewhat Agree",NA,"Strongly Agree","Neutral",NA,"Neutral","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Strongly Disagree",NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"","Disagree","Disagree","postdoc","","","1"
"3492","R_beIovf11njdTmRf","Mar 2014","Apr 2013","Genome Res.","Strongly Agree","Agree","5+ papers with archived data","Once","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"","Never","Requires online public archiving","Requires online public archiving","Recommends online public archiving","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Neutral",NA,"","Strongly Agree",NA,NA,"Neutral",NA,NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Strongly Agree","Agree","tenured faculty","","","1"
"3493","R_8A0dHwqrCSYhKRL","Mar 2014","Jun 2013","Evolution","Disagree","Disagree","2-4 papers with archived data","Never","Never","Never","Never","A few times","Never","Once","A few times","A few times","A few times","Many times","Never","Once","Once",NA,"","Never","Requires online public archiving","No policy",NA,"ALL datasets are publicly available online","","","","","","","","","","","","","","","","","","","","","","","","","Agree",NA,NA,"Strongly Disagree",NA,"Neutral",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree",NA,"",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Neutral","Neutral","Neutral",NA,"","Neutral","Neutral","tenured faculty","","I think data should be achieved but not be publically available.  In the event the data is questioned, or misconduct detected, the data should be reviewed by a panel of experts. Archiving data for this purpose will deter those who would publish fraudulent data.  Currently I cannot publish works funded by commercial companies because they want the details of their data kept confidential.  However, they would be willing to allow data to be archived and reviewed by a panel of experts, as long as the data was not accessible by their competition.  This would also protect IP if a NDA has to be signed by the panel of experts who reviewed the data.   ","1"
"3494","R_8dfdBOq19hU8zbv","Mar 2014","Aug 2013","Funct. Ecol.","Neutral","Somewhat Disagree","2-4 papers with archived data","Never","Never","Never","Once","A few times","Never","Once","Never","Never","Once","Never","Once","A few times","A few times",NA,"","Never","I don't know","Requires online public archiving","Recommends online public archiving","","","","","","Other (please specify)","there are no data sets associated with this paper","","","","","","","","","","","","","","","","","Not applicable","","Neutral",NA,NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"",NA,"Neutral",NA,NA,"Neutral","Neutral","Neutral",NA,NA,NA,NA,"","Disagree","Somewhat Disagree","tenured faculty","","","1"
"3495","R_42e1Vvr8gAC1lNH","Mar 2014","Sep 2013","FEBS Lett.","Agree","Somewhat Disagree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Once","Never","Never","Never","Never","Once","Never",NA,"","Never","No policy","Recommends online public archiving","Recommends online public archiving","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Strongly Disagree",NA,NA,NA,NA,"Neutral",NA,"Strongly Disagree","Strongly Disagree","Strongly Agree",NA,NA,NA,"","Strongly Agree",NA,"Neutral","Strongly Disagree",NA,"Neutral",NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Strongly Agree","Somewhat Agree","tenured faculty","","The questions about data having been used, re-used, used & not cited, etc. does not have options for ""don't know"". I had to chose ""Never"" when the right answer is actually ""Don't know"" (particularly with the question "" has someone used your data and not cited you"" -- no way to find out easily). This will skew your results considerably!","1"
"3496","R_eRonCRsyHhnmzKB","Mar 2014","Aug 2013","PLoS. Biol.","Somewhat Agree","Somewhat Agree","No papers based on own data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Requires online public archiving","Recommends online public archiving","Recommends online public archiving","","","","","We did not collect any data for that publication","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Somewhat Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree","Storing many large movies, WB scans, etc is impractical",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,"","Disagree","Disagree","tenured faculty","","I think you need a better, more specific definition of ""data sets"".  I do not do high-through put, systems biology level research.  My conclusions and statistical analyses are based on e.g. scans of relevant lanes from many western blots, raw data from many biochemical assays, quantitative analysis of 100s of movies (many GBs/TBs of data).  Are you proposing that my postdocs upload their entire notebooks? ","1"
"3497","R_6Rm1Cdt0h12caOh","Mar 2014","Oct 2013","Mol. Ecol.","Strongly Agree","Disagree","5+ papers with archived data","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Many times","Many times","A few times",NA,"","Never","Requires online public archiving","I don't know","I don't know","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Somewhat Disagree",NA,NA,NA,"Neutral",NA,NA,NA,NA,"Strongly Agree","Strongly Agree","Strongly Disagree",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Strongly Agree",NA,"","Agree","Disagree","non-tenured faculty","","The time it takes me to format data is the biggest hindrance to my participation in data archiving. I generally think it is the right thing to do, but it seems people have gotten carried away. Archiving raw data is valuable, but the push to also archive input files for a particular analysis is excessive. In most cases they will never be used, but the researcher will spend their extremely limited time organizing them to satisfy some policy.","1"
"3498","R_2sI8WToeCzCzHlb","Mar 2014","Oct 2013","Funct. Ecol.","Somewhat Agree","Somewhat Agree","2-4 papers with archived data","Never","Never","Never","Once","Never","Never","Once","Never","Never","Never","Never","Once","Once","Once",NA,"","Never","I don't know","Recommends online public archiving","I don't know","","","","","We did not collect any data for that publication","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Somewhat Agree",NA,NA,NA,NA,"Neutral","Neutral",NA,"Neutral",NA,"Neutral","Neutral",NA,"","Neutral","Neutral",NA,NA,NA,"Neutral","Neutral",NA,"Neutral","Neutral",NA,"","Disagree","Disagree","tenured faculty","","","1"
"3499","R_6eZwgnXO92bU8O9","Mar 2014","Oct 2013","Oecologia","Agree","Neutral","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Recommends online public archiving","Recommends online public archiving","Recommends online public archiving","","SOME but not all of the datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","We considered publicly archiving data and decided not to","","","","","","","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"","Neutral",NA,NA,"Strongly Disagree","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"","Somewhat Agree","Somewhat Agree","postdoc","","","1"
